Ward No.,Community/Public,Location of all the Public Toilets,"Status of the Toilet
(Constructed/Under Construction)","Unique ID of CT/PT
 (if th ULB says YES in the above question)","Landmark
(Nearest Residential Area/
Commercial Area)",Whether the PTU has been monitized?,Type of Monitization,ICT Feedback device (wall mounted) installed?,,,,,Located on Google Maps,"Whether IEC Messaging (Suresh Raina - Swachh Sauchalaya) of
 MoUD 2017 is avaiable at the CT/PT? "
29,Community,Parvati darshan nagar,Constructed,PMC/029/CTB/587,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
29,Community,Parvati nagar,Constructed,PMC/029/CTB/588,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
29,Community,Parvati darshan,Constructed,PMC/029/CTB/589,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
29,Community,patil nagar,Constructed,PMC/029/CTB/590,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
29,Community,shastri road,Constructed,PMC/029/CTB/591,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
29,Community,patil nagar,Constructed,PMC/029/CTB/592,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
29,Community,parti,Constructed,PMC/029/CTB/593,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
29,Community,parvti,Constructed,PMC/029/CTB/594,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
30,Community,pan mala,Constructed,PMC/030/CTB/595,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
30,Community,rajiv gandhi nagar ,Constructed,PMC/030/CTB/596,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
30,Community,pan mala zopadpati ,Constructed,PMC/030/CTB/597,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
30,Community,pan mala zopadpati ,Constructed,PMC/030/CTB/598,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
30,Community,Jay bhawani nagar ,Constructed,PMC/030/CTB/599,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
30,Community,janta vasahat ,Constructed,PMC/030/CTB/600,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
30,Community,janta ,Constructed,PMC/030/CTB/601,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
30,Community,janta vasahat ,Constructed,PMC/030/CTB/602,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
30,Community,janta vasahat ,Constructed,PMC/030/CTB/603,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
30,Community,janta vasahat ,Constructed,PMC/030/CTB/604,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
30,Community,aazad mitra mandal ,Constructed,PMC/030/CTB/605,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
30,Community,janta vasahat ,Constructed,PMC/030/CTB/606,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
30,Community,Jay bhawani vasahat ,Constructed,PMC/030/CTB/607,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
30,Community,Jay bhawani vasahat ,Constructed,PMC/030/CTB/608,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
30,Community,janta vasahat jadhav vasti ,Constructed,PMC/030/CTB/609,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
30,Community,janta vasahat ,Constructed,PMC/030/CTB/610,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
30,Community,janta vasahat ,Constructed,PMC/030/CTB/611,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
30,Community,janta vasahat ,Constructed,PMC/030/CTB/612,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
30,Community,janta vasahat ,Constructed,PMC/030/CTB/613,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
30,Community,janta vasahat ,Constructed,PMC/030/CTB/614,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
30,Community,dandekar bridge,Constructed,PMC/030/CTB/615,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
30,Community,janta vasahat ,Constructed,PMC/030/CTB/616,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
30,Community,dandekar bridge,Constructed,PMC/030/CTB/617,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
30,Community,janta vasahat ,Constructed,PMC/030/CTB/618,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
30,Community,dandekar bridge,Constructed,PMC/030/CTB/619,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
30,Community,dattwadi,Constructed,PMC/030/CTB/620,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
30,Community,janta vasahat ,Constructed,PMC/030/CTB/621,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
30,Community,dattwadi,Constructed,PMC/030/CTB/622,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
30,Community,janta vasahat ,Constructed,PMC/030/CTB/623,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
30,Community,dattwadi,Constructed,PMC/030/CTB/624,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
30,Community,janta vasahat ,Constructed,PMC/030/CTB/625,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
30,Community,janta vasahat ,Constructed,PMC/030/CTB/626,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
30,Community,dattwadi,Constructed,PMC/030/CTB/627,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
30,Community,old dattwadi,Constructed,PMC/030/CTB/628,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
30,Community,janta vasahat ,Constructed,PMC/030/CTB/629,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
30,Community,savitribai fule,Constructed,PMC/030/CTB/630,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
30,Community,dattwadi,Constructed,PMC/030/CTB/631,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
30,Community,dattwadi,Constructed,PMC/030/CTB/632,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
30,Community,shahu nagar,Constructed,PMC/030/CTB/633,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
30,Community,dattwadi,Constructed,PMC/030/CTB/634,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
30,Community,gamdhinagar,Constructed,PMC/030/CTB/635,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
30,Community,dattwadi,Constructed,PMC/030/CTB/636,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
30,Community,ganpati nagar,Constructed,PMC/030/CTB/637,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
30,Community,dattwadi ,Constructed,PMC/030/CTB/638,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
30,Community,samta nagar,Constructed,PMC/030/CTB/639,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
30,Community,janta vasahat ,Constructed,PMC/030/CTB/640,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
30,Community,mhasoba nagar,Constructed,PMC/030/CTB/641,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
31,Community,karve nagar,Constructed,PMC/031/CTB/642,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
31,Community,Vikas chawk ,Constructed,PMC/031/CTB/643,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
31,Community,number 1 karve nagar,Constructed,PMC/031/CTB/644,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
31,Community,kamana vasahat,Constructed,PMC/031/CTB/645,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
31,Community,malwadhi chawk,Constructed,PMC/031/CTB/646,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
31,Community,prabham 33,Constructed,PMC/031/CTB/647,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
31,Community,prabhak33,Constructed,PMC/031/CTB/648,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
32,Community,baradhe vasti,Constructed,PMC/032/CTB/649,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
32,Community,ram nagar,Constructed,PMC/032/CTB/650,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
32,Community,bapuji bua ,Constructed,PMC/032/CTB/651,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
32,Community,hanuman chawk,Constructed,PMC/032/CTB/652,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
32,Community,aayare vasti,Constructed,PMC/032/CTB/653,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
33,Community,wadgaon budruk,Constructed,PMC/033/CTB/654,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
33,Community,kannad zopadpatti,Constructed,PMC/033/CTB/655,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
34,Community,nirajan park,Constructed,PMC/034/CTB/656,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
34,Community,mahdav nagar gao,Constructed,PMC/034/CTB/657,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
34,Community,sinhgad road,Constructed,PMC/034/CTB/658,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
34,Community,vitthal wadi,Constructed,PMC/034/CTB/659,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
34,Community,Tukai nagar,Constructed,PMC/034/CTB/660,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
34,Community,sai nagar,Constructed,PMC/034/CTB/661,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
34,Community,chunabhati,Constructed,PMC/034/CTB/662,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
34,Community,ram nagar,Constructed,PMC/034/CTB/663,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
34,Community,Hannah sathe,Constructed,PMC/034/CTB/664,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,1415 shankar maharaj wasab,Constructed,PMC/035/CTB/665,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,1415 shankar maharaj wasab,Constructed,PMC/035/CTB/666,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,1415 shankar maharaj wasad,Constructed,PMC/035/CTB/667,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,1415 shankar naharah wasad,Constructed,PMC/035/CTB/668,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,1415 shankar maharaj wasad,Constructed,PMC/035/CTB/669,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,1415 shankar maharaj wasad ,Constructed,PMC/035/CTB/670,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,shankar maharaj vasahat,Constructed,PMC/035/CTB/671,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,shankar maharaj vasahat,Constructed,PMC/035/CTB/672,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,shramic vasahat,Constructed,PMC/035/CTB/673,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,raju gandhi vasahat,Constructed,PMC/035/CTB/674,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,panchal vasti,Constructed,PMC/035/CTB/675,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Samadhan bhel zopad patti,Constructed,PMC/035/CTB/676,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Parvati darshan,Constructed,PMC/035/CTB/677,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Parvati Darshan,Constructed,PMC/035/CTB/678,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Parvati Darshan,Constructed,PMC/035/CTB/679,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Parvati Darshan,Constructed,PMC/035/CTB/680,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Parvati Darshan,Constructed,PMC/035/CTB/681,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Parvati darshan,Constructed,PMC/035/CTB/682,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Parvati Darshan,Constructed,PMC/035/CTB/683,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Parvati darshan,Constructed,PMC/035/CTB/684,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Parvati darshan,Constructed,PMC/035/CTB/685,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Parvati darshan,Constructed,PMC/035/CTB/686,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Parvati Darshan,Constructed,PMC/035/CTB/687,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Parvati Darshan,Constructed,PMC/035/CTB/688,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Parvati Darshan,Constructed,PMC/035/CTB/689,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Parvati darshan,Constructed,PMC/035/CTB/690,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Parvati Darshan,Constructed,PMC/035/CTB/691,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Parvati Darshan,Constructed,PMC/035/CTB/692,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Parvati darshan,Constructed,PMC/035/CTB/693,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Parvati Darshan,Constructed,PMC/035/CTB/694,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Parvati darshan,Constructed,PMC/035/CTB/695,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Parvati Darshan,Constructed,PMC/035/CTB/696,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Parvati darshan,Constructed,PMC/035/CTB/697,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Parvati Darshan,Constructed,PMC/035/CTB/698,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Parvati darshan,Constructed,PMC/035/CTB/699,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Parvati darshan,Constructed,PMC/035/CTB/700,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Parvati darshan ,Constructed,PMC/035/CTB/701,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Parvati darshan,Constructed,PMC/035/CTB/702,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Parvati darshan,Constructed,PMC/035/CTB/703,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Parvati darshan,Constructed,PMC/035/CTB/704,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Parvati darshan,Constructed,PMC/035/CTB/705,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Parvati gaon,Constructed,PMC/035/CTB/706,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Parvati Gavthan,Constructed,PMC/035/CTB/707,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Ambedkar vasahat,Constructed,PMC/035/CTB/708,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,parvati darshan,Constructed,PMC/035/CTB/709,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Parvati darshan,Constructed,PMC/035/CTB/710,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,parvati darshan,Constructed,PMC/035/CTB/711,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,parvati darshan,Constructed,PMC/035/CTB/712,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Parvati darshan,Constructed,PMC/035/CTB/713,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Parvati darshan,Constructed,PMC/035/CTB/714,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Parvati darshan,Constructed,PMC/035/CTB/715,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Parvati darshan,Constructed,PMC/035/CTB/716,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Parvati darshan,Constructed,PMC/035/CTB/717,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Parvati darshan vasahat,Constructed,PMC/035/CTB/718,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Parvati darshan,Constructed,PMC/035/CTB/719,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,shahu vasahat,Constructed,PMC/035/CTB/720,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Shahu vasahat,Constructed,PMC/035/CTB/721,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Taljai vasahat,Constructed,PMC/035/CTB/722,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,shahu vasahat,Constructed,PMC/035/CTB/723,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Taljai vasti,Constructed,PMC/035/CTB/724,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Shahu vasahat,Constructed,PMC/035/CTB/725,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Taljai vasahat,Constructed,PMC/035/CTB/726,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Taljai vasti,Constructed,PMC/035/CTB/727,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Shahu vasahat,Constructed,PMC/035/CTB/728,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Shahu vasahat,Constructed,PMC/035/CTB/729,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Annabhau sathe vasahat,Constructed,PMC/035/CTB/730,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Ambedkar vasti,Constructed,PMC/035/CTB/731,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Taljai vasahat,Constructed,PMC/035/CTB/732,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Taljai vasahat,Constructed,PMC/035/CTB/733,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Tailjai vasti,Constructed,PMC/035/CTB/734,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Taljai vasti,Constructed,PMC/035/CTB/735,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Taljai vasti,Constructed,PMC/035/CTB/736,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Taljai vasti,Constructed,PMC/035/CTB/737,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Taljai vasahat,Constructed,PMC/035/CTB/738,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Taljai vasahat,Constructed,PMC/035/CTB/739,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Taljai Vasti,Constructed,PMC/035/CTB/740,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Taljai vasti,Constructed,PMC/035/CTB/741,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Taware colony,Constructed,PMC/035/CTB/742,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Taware colony,Constructed,PMC/035/CTB/743,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Taware colony,Constructed,PMC/035/CTB/744,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Sanjay Nagar vasahat,Constructed,PMC/035/CTB/745,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Gavaliwada,Constructed,PMC/035/CTB/746,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Shivdarshan vasahat,Constructed,PMC/035/CTB/747,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Shivdarshan vasahat,Constructed,PMC/035/CTB/748,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Shivdarshan vasahat 17,Constructed,PMC/035/CTB/749,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Shivdarshan vasahat,Constructed,PMC/035/CTB/750,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Shivdarshan vasti,Constructed,PMC/035/CTB/751,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Shivdarshan vasti,Constructed,PMC/035/CTB/752,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Tangewala chawl,Constructed,PMC/035/CTB/753,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,More Vasti,Constructed,PMC/035/CTB/754,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,More Vasti,Constructed,PMC/035/CTB/755,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Padmavati vasahat,Constructed,PMC/035/CTB/756,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Janseva vasahat,Constructed,PMC/035/CTB/757,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Navjeevan vasahat,Constructed,PMC/035/CTB/758,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Mogal vasaht,Constructed,PMC/035/CTB/759,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Mogal vasahat,Constructed,PMC/035/CTB/760,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Jay malhar vasti,Constructed,PMC/035/CTB/761,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Jay malhar vasahat,Constructed,PMC/035/CTB/762,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Annabhau sathe,Constructed,PMC/035/CTB/763,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
35,Community,Annabahu sathe,Constructed,PMC/035/CTB/764,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
36,Community,bibvewadi road poonam high,Constructed,PMC/036/CTB/765,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
36,Community,bibvewsdi ota,Constructed,PMC/036/CTB/766,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
36,Community,bibvewadi ota,Constructed,PMC/036/CTB/767,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
36,Community,bibvewadi ota,Constructed,PMC/036/CTB/768,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
36,Community,bibvewadi ota ,Constructed,PMC/036/CTB/769,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
36,Community,bibvewadi ota ,Constructed,PMC/036/CTB/770,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
36,Community,bibvewadi ota,Constructed,PMC/036/CTB/771,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
36,Community,ota,Constructed,PMC/036/CTB/772,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
36,Community,bibvewadi ota,Constructed,PMC/036/CTB/773,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
36,Community,692 prem bagar ,Constructed,PMC/036/CTB/774,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
36,Community,692   prem nagar ,Constructed,PMC/036/CTB/775,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
36,Community,692 prem nagar market yad,Constructed,PMC/036/CTB/776,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
36,Community,692 premnagar,Constructed,PMC/036/CTB/777,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
36,Community,570 ambetkar nagar ,Constructed,PMC/036/CTB/778,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
36,Community,570 ambetkar nagar,Constructed,PMC/036/CTB/779,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
36,Community,580 ambetkar nagar,Constructed,PMC/036/CTB/780,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
36,Community,bhimdip vasat,Constructed,PMC/036/CTB/781,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
36,Community,kumbhar vasti,Constructed,PMC/036/CTB/782,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
36,Community,k.k. marker,Constructed,PMC/036/CTB/783,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
36,Community,70 panchasil wasahat,Constructed,PMC/036/CTB/784,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
36,Community,70 bibvewadi papad vasti,Constructed,PMC/036/CTB/785,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
36,Community,70 bibvewsdi gawtan,Constructed,PMC/036/CTB/786,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
36,Community,70 bibvewadi gawtan,Constructed,PMC/036/CTB/787,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
36,Community,16 bibvewsdi gawtan,Constructed,PMC/036/CTB/788,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
36,Community,shanti nagar,Constructed,PMC/036/CTB/789,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
38,Community,chaitrbhan vasti,Constructed,PMC/038/CTB/790,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
38,Community,chaitrbhan vasti,Constructed,PMC/038/CTB/791,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
38,Community,shetrban vasahat,Constructed,PMC/038/CTB/792,,Yes,user fee+CSR+grand fund,manual feedback,Yes,Yes,,,,
